source_lang,target_lang,source_text,target_text
en,pa,Good morning,ਸ਼ੁਭ ਸਵੇਰ
pa,te,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,నాకు ప్రోగ్రామింగ్ ఇష్టం
hi,ja,आप कैसे हैं,お元気ですか
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
hi,te,आप कैसे हैं,మీరు ఎలా ఉన్నారు
ja,te,私は学生です,నేను విద్యార్థిని
en,ja,I am a student,私は学生です
te,pa,శుభ రాత్రి,ਸ਼ੁਭ ਰਾਤ
te,pa,నేను విద్యార్థిని,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
te,en,శుభోదయం,Good morning
hi,te,स्वागत है,స్వాగతం
te,pa,స్వాగతం,ਸਵਾਗਤ ਹੈ
hi,ja,स्वागत है,ようこそ
en,ja,Good morning,おはようございます
hi,en,यह मेरी किताब है,This is my book
pa,te,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,నాకు ప్రోగ్రామింగ్ ఇష్టం
hi,te,सुप्रभात,శుభోదయం
en,hi,I am a student,मैं एक छात्र हूँ
pa,hi,ਸ਼ੁਭ ਰਾਤ,शुभ रात्रि
en,hi,Good morning,सुप्रभात
en,pa,Welcome,ਸਵਾਗਤ ਹੈ
hi,pa,यह मेरी किताब है,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,ja,నాకు సహాయం కావాలి,助けが必要です
te,hi,నమస్తే,नमस्ते
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
ja,pa,これは私の本です,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,hi,శుభోదయం,सुप्रभात
en,hi,I need help,मुझे मदद चाहिए
hi,te,नमस्ते,నమస్తే
ja,hi,助けが必要です,मुझे मदद चाहिए
ja,en,私はプログラミングが好きです,I love programming
en,ja,Hello,こんにちは
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
en,te,Welcome,స్వాగతం
te,en,ధన్యవాదాలు,Thank you
hi,te,मुझे प्रोग्रामिंग पसंद है,నాకు ప్రోగ్రామింగ్ ఇష్టం
en,pa,Good morning,ਸ਼ੁਭ ਸਵੇਰ
ja,hi,こんにちは,नमस्ते
en,pa,Good morning,ਸ਼ੁਭ ਸਵੇਰ
te,hi,శుభోదయం,सुप्रभात
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
ja,hi,ようこそ,स्वागत है
ja,pa,お元気ですか,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
en,te,I am a student,నేను విద్యార్థిని
te,hi,నాకు సహాయం కావాలి,मुझे मदद चाहिए
en,hi,Good morning,सुप्रभात
te,en,నాకు ప్రోగ్రామింగ్ ఇష్టం,I love programming
hi,en,मैं एक छात्र हूँ,I am a student
hi,pa,यह मेरी किताब है,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,pa,శుభ రాత్రి,ਸ਼ੁਭ ਰਾਤ
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
te,en,నేను విద్యార్థిని,I am a student
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
ja,te,これは私の本です,ఇది నా పుస్తకం
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
en,te,Thank you,ధన్యవాదాలు
en,pa,Hello,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
ja,en,ようこそ,Welcome
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
en,te,Hello,నమస్తే
te,pa,మీరు ఎలా ఉన్నారు,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
en,te,I am a student,నేను విద్యార్థిని
ja,te,これは私の本です,ఇది నా పుస్తకం
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
te,en,శుభోదయం,Good morning
en,hi,I am a student,मैं एक छात्र हूँ
hi,ja,नमस्ते,こんにちは
te,en,నమస్తే,Hello
en,hi,Good morning,सुप्रभात
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
te,en,నాకు సహాయం కావాలి,I need help
hi,te,आप कैसे हैं,మీరు ఎలా ఉన్నారు
ja,en,おやすみなさい,Good night
hi,te,शुभ रात्रि,శుభ రాత్రి
te,en,శుభ రాత్రి,Good night
hi,en,धन्यवाद,Thank you
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
ja,hi,こんにちは,नमस्ते
te,ja,ధన్యవాదాలు,ありがとうございます
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
hi,te,शुभ रात्रि,శుభ రాత్రి
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
ja,pa,ようこそ,ਸਵਾਗਤ ਹੈ
te,ja,ధన్యవాదాలు,ありがとうございます
hi,pa,सुप्रभात,ਸ਼ੁਭ ਸਵੇਰ
en,ja,Thank you,ありがとうございます
hi,en,सुप्रभात,Good morning
te,en,శుభోదయం,Good morning
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
hi,ja,सुप्रभात,おはようございます
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
hi,ja,नमस्ते,こんにちは
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
hi,en,शुभ रात्रि,Good night
te,ja,నాకు సహాయం కావాలి,助けが必要です
en,hi,I need help,मुझे मदद चाहिए
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
en,ja,Thank you,ありがとうございます
te,ja,నేను విద్యార్థిని,私は学生です
pa,hi,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,मुझे प्रोग्रामिंग पसंद है
hi,en,मुझे मदद चाहिए,I need help
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
pa,ja,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,お元気ですか
en,te,Hello,నమస్తే
ja,hi,おはようございます,सुप्रभात
hi,ja,यह मेरी किताब है,これは私の本です
pa,te,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,మీరు ఎలా ఉన్నారు
te,en,నాకు సహాయం కావాలి,I need help
pa,te,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,నాకు ప్రోగ్రామింగ్ ఇష్టం
te,en,స్వాగతం,Welcome
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
te,ja,నాకు సహాయం కావాలి,助けが必要です
en,hi,I am a student,मैं एक छात्र हूँ
en,te,How are you,మీరు ఎలా ఉన్నారు
pa,te,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,నాకు సహాయం కావాలి
en,hi,Thank you,धन्यवाद
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
te,en,నేను విద్యార్థిని,I am a student
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
en,te,I need help,నాకు సహాయం కావాలి
te,ja,నాకు సహాయం కావాలి,助けが必要です
pa,te,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,నేను విద్యార్థిని
ja,en,私はプログラミングが好きです,I love programming
ja,hi,助けが必要です,मुझे मदद चाहिए
pa,en,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,This is my book
pa,te,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,నేను విద్యార్థిని
pa,hi,ਸਵਾਗਤ ਹੈ,स्वागत है
te,hi,ధన్యవాదాలు,धन्यवाद
en,ja,I love programming,私はプログラミングが好きです
te,pa,శుభోదయం,ਸ਼ੁਭ ਸਵੇਰ
en,te,Hello,నమస్తే
pa,te,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,మీరు ఎలా ఉన్నారు
pa,ja,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,私は学生です
ja,pa,私はプログラミングが好きです,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
en,te,This is my book,ఇది నా పుస్తకం
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
pa,ja,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,これは私の本です
pa,te,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,నాకు ప్రోగ్రామింగ్ ఇష్టం
hi,te,नमस्ते,నమస్తే
ja,pa,私はプログラミングが好きです,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,hi,これは私の本です,यह मेरी किताब है
pa,ja,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,私はプログラミングが好きです
hi,ja,सुप्रभात,おはようございます
en,pa,This is my book,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,ja,శుభోదయం,おはようございます
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
te,en,మీరు ఎలా ఉన్నారు,How are you
te,pa,నేను విద్యార్థిని,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
hi,te,मुझे प्रोग्रामिंग पसंद है,నాకు ప్రోగ్రామింగ్ ఇష్టం
ja,pa,これは私の本です,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,ja,నాకు సహాయం కావాలి,助けが必要です
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
ja,hi,お元気ですか,आप कैसे हैं
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
pa,ja,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,私はプログラミングが好きです
ja,te,おやすみなさい,శుభ రాత్రి
te,hi,నాకు ప్రోగ్రామింగ్ ఇష్టం,मुझे प्रोग्रामिंग पसंद है
hi,ja,सुप्रभात,おはようございます
te,ja,స్వాగతం,ようこそ
en,te,Good morning,శుభోదయం
hi,en,धन्यवाद,Thank you
en,ja,This is my book,これは私の本です
hi,en,धन्यवाद,Thank you
en,ja,I need help,助けが必要です
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
hi,te,धन्यवाद,ధన్యవాదాలు
te,pa,శుభోదయం,ਸ਼ੁਭ ਸਵੇਰ
pa,en,ਸ਼ੁਭ ਰਾਤ,Good night
te,hi,శుభోదయం,सुप्रभात
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
te,ja,నేను విద్యార్థిని,私は学生です
hi,te,नमस्ते,నమస్తే
en,te,Thank you,ధన్యవాదాలు
te,hi,స్వాగతం,स्वागत है
te,pa,స్వాగతం,ਸਵਾਗਤ ਹੈ
ja,en,おはようございます,Good morning
te,en,ఇది నా పుస్తకం,This is my book
ja,hi,助けが必要です,मुझे मदद चाहिए
ja,hi,ようこそ,स्वागत है
hi,ja,धन्यवाद,ありがとうございます
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
hi,en,आप कैसे हैं,How are you
hi,pa,मैं एक छात्र हूँ,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
ja,pa,私はプログラミングが好きです,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
te,en,మీరు ఎలా ఉన్నారు,How are you
hi,en,शुभ रात्रि,Good night
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
en,te,Good morning,శుభోదయం
pa,en,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,This is my book
te,hi,ధన్యవాదాలు,धन्यवाद
ja,te,こんにちは,నమస్తే
en,te,Good morning,శుభోదయం
te,hi,శుభ రాత్రి,शुभ रात्रि
pa,ja,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,助けが必要です
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
hi,en,धन्यवाद,Thank you
en,hi,Good morning,सुप्रभात
hi,en,आप कैसे हैं,How are you
ja,pa,私は学生です,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
hi,pa,मुझे प्रोग्रामिंग पसंद है,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
hi,en,स्वागत है,Welcome
ja,hi,おやすみなさい,शुभ रात्रि
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
en,ja,I love programming,私はプログラミングが好きです
te,pa,నమస్తే,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
pa,en,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,This is my book
pa,te,ਸ਼ੁਭ ਸਵੇਰ,శుభోదయం
hi,ja,मुझे मदद चाहिए,助けが必要です
hi,en,शुभ रात्रि,Good night
te,hi,శుభోదయం,सुप्रभात
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
en,hi,How are you,आप कैसे हैं
en,te,I need help,నాకు సహాయం కావాలి
te,ja,శుభ రాత్రి,おやすみなさい
te,pa,మీరు ఎలా ఉన్నారు,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
pa,ja,ਸ਼ੁਭ ਸਵੇਰ,おはようございます
hi,en,मुझे मदद चाहिए,I need help
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
pa,te,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,మీరు ఎలా ఉన్నారు
hi,en,धन्यवाद,Thank you
te,en,శుభోదయం,Good morning
pa,hi,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,मैं एक छात्र हूँ
hi,en,नमस्ते,Hello
te,ja,శుభోదయం,おはようございます
pa,te,ਸਵਾਗਤ ਹੈ,స్వాగతం
pa,ja,ਸ਼ੁਭ ਰਾਤ,おやすみなさい
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
ja,pa,私は学生です,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
en,pa,Thank you,ਧੰਨਵਾਦ
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
pa,te,ਧੰਨਵਾਦ,ధన్యవాదాలు
pa,hi,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,मैं एक छात्र हूँ
te,en,శుభ రాత్రి,Good night
ja,hi,ようこそ,स्वागत है
en,hi,Good night,शुभ रात्रि
hi,en,मुझे मदद चाहिए,I need help
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
pa,hi,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,आप कैसे हैं
ja,hi,私は学生です,मैं एक छात्र हूँ
pa,ja,ਸਵਾਗਤ ਹੈ,ようこそ
hi,pa,धन्यवाद,ਧੰਨਵਾਦ
te,en,నాకు సహాయం కావాలి,I need help
hi,en,मुझे मदद चाहिए,I need help
te,hi,స్వాగతం,स्वागत है
te,ja,మీరు ఎలా ఉన్నారు,お元気ですか
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
en,te,Thank you,ధన్యవాదాలు
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
hi,pa,यह मेरी किताब है,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
ja,te,おはようございます,శుభోదయం
hi,ja,मैं एक छात्र हूँ,私は学生です
hi,en,यह मेरी किताब है,This is my book
te,pa,శుభ రాత్రి,ਸ਼ੁਭ ਰਾਤ
en,ja,This is my book,これは私の本です
hi,en,मुझे मदद चाहिए,I need help
hi,pa,यह मेरी किताब है,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
hi,ja,आप कैसे हैं,お元気ですか
